,group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
1016,By Month,2020,5,4,Florida,Total - All Places of Death,85 years and over,440,5,517,205.0,752,5914
1017,By Month,2020,6,4,Florida,Total - All Places of Death,All Ages,1083,5,1507,548.0,2043,18799
1018,By Month,2020,6,4,Florida,Total - All Places of Death,0-17 years,5,0,5,5.0,5,186
1019,By Month,2020,6,4,Florida,Total - All Places of Death,18-29 years,5,0,10,5.0,14,394
1020,By Month,2020,6,4,Florida,Total - All Places of Death,30-39 years,14,0,22,5.0,29,537
1021,By Month,2020,6,4,Florida,Total - All Places of Death,40-49 years,32,0,33,15.0,50,720
1022,By Month,2020,6,4,Florida,Total - All Places of Death,50-64 years,142,0,227,81.0,288,2939
1023,By Month,2020,6,4,Florida,Total - All Places of Death,65-74 years,206,0,329,117.0,418,3675
1024,By Month,2020,6,4,Florida,Total - All Places of Death,75-84 years,266,0,409,127.0,548,4535
1025,By Month,2020,6,4,Florida,Total - All Places of Death,85 years and over,414,5,474,197.0,692,5813
1026,By Month,2020,7,4,Florida,Total - All Places of Death,All Ages,4980,11,3502,2486.0,6001,23956
1027,By Month,2020,7,4,Florida,Total - All Places of Death,0-17 years,5,0,5,5.0,5,184
1028,By Month,2020,7,4,Florida,Total - All Places of Death,18-29 years,23,5,21,11.0,33,375
1029,By Month,2020,7,4,Florida,Total - All Places of Death,30-39 years,62,0,37,24.0,75,578
1030,By Month,2020,7,4,Florida,Total - All Places of Death,40-49 years,157,0,110,84.0,183,858
1031,By Month,2020,7,4,Florida,Total - All Places of Death,50-64 years,731,0,513,357.0,887,3757
1032,By Month,2020,7,4,Florida,Total - All Places of Death,65-74 years,1029,5,746,521.0,1255,4640
1033,By Month,2020,7,4,Florida,Total - All Places of Death,75-84 years,1461,5,1047,773.0,1738,6145
1034,By Month,2020,7,4,Florida,Total - All Places of Death,85 years and over,1513,5,1023,714.0,1823,7419
1035,By Month,2020,8,4,Florida,Total - All Places of Death,All Ages,4786,10,3785,2792.0,5782,23539
1036,By Month,2020,8,4,Florida,Total - All Places of Death,0-17 years,5,0,0,0.0,5,168
1037,By Month,2020,8,4,Florida,Total - All Places of Death,18-29 years,16,0,13,5.0,20,330
1038,By Month,2020,8,4,Florida,Total - All Places of Death,30-39 years,34,0,29,18.0,45,549
1039,By Month,2020,8,4,Florida,Total - All Places of Death,40-49 years,130,0,104,79.0,155,851
1040,By Month,2020,8,4,Florida,Total - All Places of Death,50-64 years,697,5,577,424.0,850,3594
1041,By Month,2020,8,4,Florida,Total - All Places of Death,65-74 years,1087,0,921,687.0,1321,4673
1042,By Month,2020,8,4,Florida,Total - All Places of Death,75-84 years,1394,5,1080,827.0,1649,6072
1043,By Month,2020,8,4,Florida,Total - All Places of Death,85 years and over,1426,5,1061,748.0,1740,7302
1044,By Month,2020,9,4,Florida,Total - All Places of Death,All Ages,2023,5,2180,1202.0,3005,19523
1045,By Month,2020,9,4,Florida,Total - All Places of Death,0-17 years,5,0,5,0.0,5,155
1046,By Month,2020,9,4,Florida,Total - All Places of Death,18-29 years,5,0,13,5.0,17,389
1047,By Month,2020,9,4,Florida,Total - All Places of Death,30-39 years,21,5,30,14.0,38,552
1048,By Month,2020,9,4,Florida,Total - All Places of Death,40-49 years,59,0,63,43.0,79,734
1049,By Month,2020,9,4,Florida,Total - All Places of Death,50-64 years,301,5,357,191.0,468,3196
1050,By Month,2020,9,4,Florida,Total - All Places of Death,65-74 years,467,5,525,294.0,699,3712
1051,By Month,2020,9,4,Florida,Total - All Places of Death,75-84 years,579,5,607,333.0,853,4884
1052,By Month,2020,9,4,Florida,Total - All Places of Death,85 years and over,587,5,583,323.0,848,5901
1053,By Month,2020,10,4,Florida,Total - All Places of Death,All Ages,1410,5,1827,833.0,2405,19371
1054,By Month,2020,10,4,Florida,Total - All Places of Death,0-17 years,0,0,5,0.0,5,165
1055,By Month,2020,10,4,Florida,Total - All Places of Death,18-29 years,5,0,12,5.0,15,361
1056,By Month,2020,10,4,Florida,Total - All Places of Death,30-39 years,15,0,25,5.0,33,509
1057,By Month,2020,10,4,Florida,Total - All Places of Death,40-49 years,37,0,46,17.0,66,741
1058,By Month,2020,10,4,Florida,Total - All Places of Death,50-64 years,207,5,270,111.0,367,3079
1059,By Month,2020,10,4,Florida,Total - All Places of Death,65-74 years,318,0,406,197.0,527,3696
1060,By Month,2020,10,4,Florida,Total - All Places of Death,75-84 years,445,0,552,281.0,716,4914
1061,By Month,2020,10,4,Florida,Total - All Places of Death,85 years and over,384,5,513,219.0,678,5906
1062,By Month,2020,11,4,Florida,Total - All Places of Death,All Ages,1767,12,2148,1180.0,2742,19315
1063,By Month,2020,11,4,Florida,Total - All Places of Death,0-17 years,0,0,5,0.0,5,192
1064,By Month,2020,11,4,Florida,Total - All Places of Death,18-29 years,5,0,5,5.0,11,337
1065,By Month,2020,11,4,Florida,Total - All Places of Death,30-39 years,10,0,23,5.0,27,503
1066,By Month,2020,11,4,Florida,Total - All Places of Death,40-49 years,34,0,41,19.0,56,770
1067,By Month,2020,11,4,Florida,Total - All Places of Death,50-64 years,231,0,300,146.0,385,2975
1068,By Month,2020,11,4,Florida,Total - All Places of Death,65-74 years,394,5,476,270.0,600,3809
1069,By Month,2020,11,4,Florida,Total - All Places of Death,75-84 years,609,5,696,413.0,895,4961
1070,By Month,2020,11,4,Florida,Total - All Places of Death,85 years and over,483,5,600,323.0,764,5768
1071,By Month,2020,12,4,Florida,Total - All Places of Death,All Ages,3145,18,3207,2077.0,4288,22879
1072,By Month,2020,12,4,Florida,Total - All Places of Death,0-17 years,0,0,0,0.0,0,135
1073,By Month,2020,12,4,Florida,Total - All Places of Death,18-29 years,5,0,5,5.0,11,322
1074,By Month,2020,12,4,Florida,Total - All Places of Death,30-39 years,29,0,25,16.0,38,542
1075,By Month,2020,12,4,Florida,Total - All Places of Death,40-49 years,79,5,87,51.0,116,804
1076,By Month,2020,12,4,Florida,Total - All Places of Death,50-64 years,409,5,426,266.0,569,3532
1077,By Month,2020,12,4,Florida,Total - All Places of Death,65-74 years,670,5,693,459.0,906,4513
1078,By Month,2020,12,4,Florida,Total - All Places of Death,75-84 years,986,5,972,666.0,1297,5954
1079,By Month,2020,12,4,Florida,Total - All Places of Death,85 years and over,966,5,997,617.0,1351,7077
1080,By Month,2020,1,4,Georgia,Total - All Places of Death,All Ages,0,84,452,0.0,536,7968
1081,By Month,2020,1,4,Georgia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,109
1082,By Month,2020,1,4,Georgia,Total - All Places of Death,18-29 years,0,5,5,0.0,12,143
1083,By Month,2020,1,4,Georgia,Total - All Places of Death,30-39 years,0,5,5,0.0,12,209
1084,By Month,2020,1,4,Georgia,Total - All Places of Death,40-49 years,0,5,20,0.0,29,352
1085,By Month,2020,1,4,Georgia,Total - All Places of Death,50-64 years,0,24,73,0.0,97,1548
1086,By Month,2020,1,4,Georgia,Total - All Places of Death,65-74 years,0,23,103,0.0,126,1698
1087,By Month,2020,1,4,Georgia,Total - All Places of Death,75-84 years,0,13,134,0.0,147,1983
1088,By Month,2020,1,4,Georgia,Total - All Places of Death,85 years and over,0,5,105,0.0,111,1926
1089,By Month,2020,2,4,Georgia,Total - All Places of Death,All Ages,5,58,369,0.0,429,7419
1090,By Month,2020,2,4,Georgia,Total - All Places of Death,0-17 years,0,5,5,0.0,5,138
1091,By Month,2020,2,4,Georgia,Total - All Places of Death,18-29 years,0,5,5,0.0,5,156
1092,By Month,2020,2,4,Georgia,Total - All Places of Death,30-39 years,0,5,5,0.0,5,183
1093,By Month,2020,2,4,Georgia,Total - All Places of Death,40-49 years,0,5,11,0.0,16,340
1094,By Month,2020,2,4,Georgia,Total - All Places of Death,50-64 years,0,15,70,0.0,85,1424
1095,By Month,2020,2,4,Georgia,Total - All Places of Death,65-74 years,0,14,84,0.0,98,1627
1096,By Month,2020,2,4,Georgia,Total - All Places of Death,75-84 years,5,5,97,0.0,107,1763
1097,By Month,2020,2,4,Georgia,Total - All Places of Death,85 years and over,0,5,96,0.0,105,1788
1098,By Month,2020,3,4,Georgia,Total - All Places of Death,All Ages,221,29,576,105.0,721,8014
1099,By Month,2020,3,4,Georgia,Total - All Places of Death,0-17 years,0,5,0,0.0,5,112
1100,By Month,2020,3,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,163
1101,By Month,2020,3,4,Georgia,Total - All Places of Death,30-39 years,5,5,5,5.0,14,241
1102,By Month,2020,3,4,Georgia,Total - All Places of Death,40-49 years,14,5,14,5.0,27,352
1103,By Month,2020,3,4,Georgia,Total - All Places of Death,50-64 years,40,5,101,15.0,131,1551
1104,By Month,2020,3,4,Georgia,Total - All Places of Death,65-74 years,61,5,152,33.0,186,1759
1105,By Month,2020,3,4,Georgia,Total - All Places of Death,75-84 years,60,10,161,34.0,197,1911
1106,By Month,2020,3,4,Georgia,Total - All Places of Death,85 years and over,37,5,135,17.0,158,1925
1107,By Month,2020,4,4,Georgia,Total - All Places of Death,All Ages,1084,11,945,487.0,1553,8702
1108,By Month,2020,4,4,Georgia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,90
1109,By Month,2020,4,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,175
1110,By Month,2020,4,4,Georgia,Total - All Places of Death,30-39 years,13,0,13,5.0,22,255
1111,By Month,2020,4,4,Georgia,Total - All Places of Death,40-49 years,35,0,34,15.0,54,416
1112,By Month,2020,4,4,Georgia,Total - All Places of Death,50-64 years,204,5,177,89.0,297,1619
1113,By Month,2020,4,4,Georgia,Total - All Places of Death,65-74 years,265,5,211,127.0,351,1807
1114,By Month,2020,4,4,Georgia,Total - All Places of Death,75-84 years,308,5,275,137.0,448,2165
1115,By Month,2020,4,4,Georgia,Total - All Places of Death,85 years and over,255,5,229,114.0,372,2175
1116,By Month,2020,5,4,Georgia,Total - All Places of Death,All Ages,808,5,690,359.0,1143,8479
1117,By Month,2020,5,4,Georgia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,97
1118,By Month,2020,5,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,177
1119,By Month,2020,5,4,Georgia,Total - All Places of Death,30-39 years,10,0,12,5.0,17,265
1120,By Month,2020,5,4,Georgia,Total - All Places of Death,40-49 years,26,0,32,13.0,45,411
1121,By Month,2020,5,4,Georgia,Total - All Places of Death,50-64 years,105,5,108,43.0,171,1566
1122,By Month,2020,5,4,Georgia,Total - All Places of Death,65-74 years,197,0,163,92.0,268,1845
1123,By Month,2020,5,4,Georgia,Total - All Places of Death,75-84 years,223,5,196,108.0,312,2011
1124,By Month,2020,5,4,Georgia,Total - All Places of Death,85 years and over,244,5,173,96.0,323,2107
1125,By Month,2020,6,4,Georgia,Total - All Places of Death,All Ages,518,5,549,213.0,855,7698
1126,By Month,2020,6,4,Georgia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,124
1127,By Month,2020,6,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,202
1128,By Month,2020,6,4,Georgia,Total - All Places of Death,30-39 years,5,0,10,5.0,15,252
1129,By Month,2020,6,4,Georgia,Total - All Places of Death,40-49 years,27,0,22,5.0,40,388
1130,By Month,2020,6,4,Georgia,Total - All Places of Death,50-64 years,89,0,106,38.0,157,1542
1131,By Month,2020,6,4,Georgia,Total - All Places of Death,65-74 years,106,5,129,52.0,184,1629
1132,By Month,2020,6,4,Georgia,Total - All Places of Death,75-84 years,142,0,146,66.0,222,1769
1133,By Month,2020,6,4,Georgia,Total - All Places of Death,85 years and over,145,0,130,44.0,231,1792
1134,By Month,2020,7,4,Georgia,Total - All Places of Death,All Ages,1342,5,918,596.0,1664,9287
1135,By Month,2020,7,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,0.0,5,144
1136,By Month,2020,7,4,Georgia,Total - All Places of Death,18-29 years,14,0,5,5.0,18,225
1137,By Month,2020,7,4,Georgia,Total - All Places of Death,30-39 years,36,0,19,13.0,42,330
1138,By Month,2020,7,4,Georgia,Total - All Places of Death,40-49 years,67,0,41,27.0,81,463
1139,By Month,2020,7,4,Georgia,Total - All Places of Death,50-64 years,265,0,190,119.0,336,1806
1140,By Month,2020,7,4,Georgia,Total - All Places of Death,65-74 years,318,0,223,144.0,397,1986
1141,By Month,2020,7,4,Georgia,Total - All Places of Death,75-84 years,340,0,234,153.0,421,2197
1142,By Month,2020,7,4,Georgia,Total - All Places of Death,85 years and over,298,5,202,136.0,364,2136
1143,By Month,2020,8,4,Georgia,Total - All Places of Death,All Ages,1814,5,1265,888.0,2193,9735
1144,By Month,2020,8,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,0.0,5,116
1145,By Month,2020,8,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,213
1146,By Month,2020,8,4,Georgia,Total - All Places of Death,30-39 years,21,0,14,5.0,26,290
1147,By Month,2020,8,4,Georgia,Total - All Places of Death,40-49 years,72,0,54,37.0,89,485
1148,By Month,2020,8,4,Georgia,Total - All Places of Death,50-64 years,358,0,264,188.0,434,1863
1149,By Month,2020,8,4,Georgia,Total - All Places of Death,65-74 years,457,0,324,225.0,556,2188
1150,By Month,2020,8,4,Georgia,Total - All Places of Death,75-84 years,490,5,353,253.0,592,2325
1151,By Month,2020,8,4,Georgia,Total - All Places of Death,85 years and over,406,0,251,174.0,483,2255
1152,By Month,2020,9,4,Georgia,Total - All Places of Death,All Ages,971,5,850,501.0,1321,8533
1153,By Month,2020,9,4,Georgia,Total - All Places of Death,0-17 years,5,0,0,0.0,5,88
1154,By Month,2020,9,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,188
1155,By Month,2020,9,4,Georgia,Total - All Places of Death,30-39 years,12,0,5,5.0,20,232
1156,By Month,2020,9,4,Georgia,Total - All Places of Death,40-49 years,34,0,33,20.0,47,437
1157,By Month,2020,9,4,Georgia,Total - All Places of Death,50-64 years,185,0,173,102.0,256,1675
1158,By Month,2020,9,4,Georgia,Total - All Places of Death,65-74 years,290,5,220,145.0,366,1941
1159,By Month,2020,9,4,Georgia,Total - All Places of Death,75-84 years,262,0,252,154.0,360,2104
1160,By Month,2020,9,4,Georgia,Total - All Places of Death,85 years and over,184,0,158,77.0,265,1868
1161,By Month,2020,10,4,Georgia,Total - All Places of Death,All Ages,783,5,721,402.0,1102,8551
1162,By Month,2020,10,4,Georgia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,91
1163,By Month,2020,10,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,0.0,5,184
1164,By Month,2020,10,4,Georgia,Total - All Places of Death,30-39 years,5,5,11,5.0,16,259
1165,By Month,2020,10,4,Georgia,Total - All Places of Death,40-49 years,30,0,24,14.0,40,438
1166,By Month,2020,10,4,Georgia,Total - All Places of Death,50-64 years,129,0,118,66.0,181,1652
1167,By Month,2020,10,4,Georgia,Total - All Places of Death,65-74 years,207,5,195,116.0,286,1867
1168,By Month,2020,10,4,Georgia,Total - All Places of Death,75-84 years,234,0,214,129.0,319,2070
1169,By Month,2020,10,4,Georgia,Total - All Places of Death,85 years and over,169,0,156,74.0,251,1990
1170,By Month,2020,11,4,Georgia,Total - All Places of Death,All Ages,994,5,830,534.0,1292,8681
1171,By Month,2020,11,4,Georgia,Total - All Places of Death,0-17 years,0,0,5,0.0,5,114
1172,By Month,2020,11,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,5,187
1173,By Month,2020,11,4,Georgia,Total - All Places of Death,30-39 years,5,0,5,5.0,13,238
1174,By Month,2020,11,4,Georgia,Total - All Places of Death,40-49 years,27,5,23,13.0,38,399
1175,By Month,2020,11,4,Georgia,Total - All Places of Death,50-64 years,137,0,131,75.0,193,1638
1176,By Month,2020,11,4,Georgia,Total - All Places of Death,65-74 years,270,0,249,150.0,369,1925
1177,By Month,2020,11,4,Georgia,Total - All Places of Death,75-84 years,300,5,241,172.0,370,2125
1178,By Month,2020,11,4,Georgia,Total - All Places of Death,85 years and over,247,0,173,117.0,303,2055
1179,By Month,2020,12,4,Georgia,Total - All Places of Death,All Ages,1917,5,1454,1046.0,2328,10493
1180,By Month,2020,12,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,0.0,5,130
1181,By Month,2020,12,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5.0,11,181
1182,By Month,2020,12,4,Georgia,Total - All Places of Death,30-39 years,18,5,10,5.0,20,251
1183,By Month,2020,12,4,Georgia,Total - All Places of Death,40-49 years,65,0,48,31.0,82,478
1184,By Month,2020,12,4,Georgia,Total - All Places of Death,50-64 years,308,0,246,173.0,381,1929
1185,By Month,2020,12,4,Georgia,Total - All Places of Death,65-74 years,448,5,373,258.0,565,2285
1186,By Month,2020,12,4,Georgia,Total - All Places of Death,75-84 years,590,5,439,331.0,699,2683
1187,By Month,2020,12,4,Georgia,Total - All Places of Death,85 years and over,481,0,329,243.0,567,2556
1188,By Month,2020,1,9,Hawaii,Total - All Places of Death,All Ages,0,5,83,0.0,88,1071
1189,By Month,2020,1,9,Hawaii,Total - All Places of Death,0-17 years,0,5,5,0.0,5,10
1190,By Month,2020,1,9,Hawaii,Total - All Places of Death,18-29 years,0,0,5,0.0,5,5
1191,By Month,2020,1,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0.0,5,28
1192,By Month,2020,1,9,Hawaii,Total - All Places of Death,40-49 years,0,0,5,0.0,5,43
1193,By Month,2020,1,9,Hawaii,Total - All Places of Death,50-64 years,0,0,5,0.0,5,154
1194,By Month,2020,1,9,Hawaii,Total - All Places of Death,65-74 years,0,5,18,0.0,19,199
1195,By Month,2020,1,9,Hawaii,Total - All Places of Death,75-84 years,0,5,16,0.0,18,215
1196,By Month,2020,1,9,Hawaii,Total - All Places of Death,85 years and over,0,5,35,0.0,36,415
1197,By Month,2020,2,9,Hawaii,Total - All Places of Death,All Ages,0,5,75,0.0,82,1034
1198,By Month,2020,2,9,Hawaii,Total - All Places of Death,0-17 years,0,0,5,0.0,5,11
1199,By Month,2020,2,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0.0,0,19
1200,By Month,2020,2,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0.0,5,21
1201,By Month,2020,2,9,Hawaii,Total - All Places of Death,40-49 years,0,0,0,0.0,0,33
1202,By Month,2020,2,9,Hawaii,Total - All Places of Death,50-64 years,0,5,5,0.0,5,134
1203,By Month,2020,2,9,Hawaii,Total - All Places of Death,65-74 years,0,5,13,0.0,14,190
1204,By Month,2020,2,9,Hawaii,Total - All Places of Death,75-84 years,0,5,16,0.0,18,229
1205,By Month,2020,2,9,Hawaii,Total - All Places of Death,85 years and over,0,5,36,0.0,38,397
1206,By Month,2020,3,9,Hawaii,Total - All Places of Death,All Ages,5,11,75,0.0,87,1025
1207,By Month,2020,3,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0.0,0,12
1208,By Month,2020,3,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0.0,0,5
1209,By Month,2020,3,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0.0,5,16
1210,By Month,2020,3,9,Hawaii,Total - All Places of Death,40-49 years,0,0,5,0.0,5,32
1211,By Month,2020,3,9,Hawaii,Total - All Places of Death,50-64 years,0,5,12,0.0,13,176
1212,By Month,2020,3,9,Hawaii,Total - All Places of Death,65-74 years,0,5,13,0.0,18,199
1213,By Month,2020,3,9,Hawaii,Total - All Places of Death,75-84 years,5,5,18,0.0,21,222
1214,By Month,2020,3,9,Hawaii,Total - All Places of Death,85 years and over,0,5,29,0.0,32,359
1215,By Month,2020,4,9,Hawaii,Total - All Places of Death,All Ages,16,5,56,5.0,67,924
1216,By Month,2020,4,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
1217,By Month,2020,4,9,Hawaii,Total - All Places of Death,18-29 years,5,0,5,5.0,5,12
1218,By Month,2020,4,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0.0,0,12
1219,By Month,2020,4,9,Hawaii,Total - All Places of Death,40-49 years,0,0,5,0.0,5,29
1220,By Month,2020,4,9,Hawaii,Total - All Places of Death,50-64 years,5,5,5,5.0,13,156
1221,By Month,2020,4,9,Hawaii,Total - All Places of Death,65-74 years,5,0,5,5.0,5,180
1222,By Month,2020,4,9,Hawaii,Total - All Places of Death,75-84 years,5,0,11,5.0,15,193
1223,By Month,2020,4,9,Hawaii,Total - All Places of Death,85 years and over,5,0,26,5.0,27,335
1224,By Month,2020,5,9,Hawaii,Total - All Places of Death,All Ages,0,5,56,0.0,57,951
1225,By Month,2020,5,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
1226,By Month,2020,5,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0.0,0,5
1227,By Month,2020,5,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0.0,5,32
1228,By Month,2020,5,9,Hawaii,Total - All Places of Death,40-49 years,0,0,5,0.0,5,48
1229,By Month,2020,5,9,Hawaii,Total - All Places of Death,50-64 years,0,0,5,0.0,5,155
1230,By Month,2020,5,9,Hawaii,Total - All Places of Death,65-74 years,0,0,10,0.0,10,162
1231,By Month,2020,5,9,Hawaii,Total - All Places of Death,75-84 years,0,5,11,0.0,12,203
1232,By Month,2020,5,9,Hawaii,Total - All Places of Death,85 years and over,0,0,24,0.0,24,338
1233,By Month,2020,6,9,Hawaii,Total - All Places of Death,All Ages,5,0,41,0.0,42,955
1234,By Month,2020,6,9,Hawaii,Total - All Places of Death,0-17 years,0,0,5,0.0,5,12
1235,By Month,2020,6,9,Hawaii,Total - All Places of Death,18-29 years,0,0,5,0.0,5,5
1236,By Month,2020,6,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0.0,0,20
1237,By Month,2020,6,9,Hawaii,Total - All Places of Death,40-49 years,0,0,5,0.0,5,43
1238,By Month,2020,6,9,Hawaii,Total - All Places of Death,50-64 years,0,0,5,0.0,5,152
1239,By Month,2020,6,9,Hawaii,Total - All Places of Death,65-74 years,0,0,5,0.0,5,186
1240,By Month,2020,6,9,Hawaii,Total - All Places of Death,75-84 years,0,0,5,0.0,5,195
1241,By Month,2020,6,9,Hawaii,Total - All Places of Death,85 years and over,5,0,20,0.0,21,340
1242,By Month,2020,7,9,Hawaii,Total - All Places of Death,All Ages,5,0,44,5.0,51,985
1243,By Month,2020,7,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
1244,By Month,2020,7,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0.0,0,15
1245,By Month,2020,7,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0.0,0,21
1246,By Month,2020,7,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,0.0,5,37
1247,By Month,2020,7,9,Hawaii,Total - All Places of Death,50-64 years,0,0,5,0.0,5,151
1248,By Month,2020,7,9,Hawaii,Total - All Places of Death,65-74 years,5,0,5,0.0,10,214
1249,By Month,2020,7,9,Hawaii,Total - All Places of Death,75-84 years,0,0,5,0.0,5,200
1250,By Month,2020,7,9,Hawaii,Total - All Places of Death,85 years and over,5,0,21,5.0,24,338
1251,By Month,2020,8,9,Hawaii,Total - All Places of Death,All Ages,74,0,80,36.0,118,1048
1252,By Month,2020,8,9,Hawaii,Total - All Places of Death,0-17 years,0,0,5,0.0,5,11
1253,By Month,2020,8,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0.0,0,20
1254,By Month,2020,8,9,Hawaii,Total - All Places of Death,30-39 years,5,0,5,5.0,5,23
1255,By Month,2020,8,9,Hawaii,Total - All Places of Death,40-49 years,5,0,0,0.0,5,46
1256,By Month,2020,8,9,Hawaii,Total - All Places of Death,50-64 years,19,0,12,5.0,24,152
1257,By Month,2020,8,9,Hawaii,Total - All Places of Death,65-74 years,15,0,16,5.0,25,192
1258,By Month,2020,8,9,Hawaii,Total - All Places of Death,75-84 years,13,0,16,5.0,22,239
1259,By Month,2020,8,9,Hawaii,Total - All Places of Death,85 years and over,24,0,31,15.0,40,365
1260,By Month,2020,9,9,Hawaii,Total - All Places of Death,All Ages,128,0,102,60.0,170,1068
1261,By Month,2020,9,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
1262,By Month,2020,9,9,Hawaii,Total - All Places of Death,18-29 years,5,0,5,5.0,5,16
1263,By Month,2020,9,9,Hawaii,Total - All Places of Death,30-39 years,5,0,0,0.0,5,23
1264,By Month,2020,9,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5.0,5,33
1265,By Month,2020,9,9,Hawaii,Total - All Places of Death,50-64 years,22,0,18,12.0,28,148
1266,By Month,2020,9,9,Hawaii,Total - All Places of Death,65-74 years,33,0,30,19.0,44,223
1267,By Month,2020,9,9,Hawaii,Total - All Places of Death,75-84 years,26,0,19,10.0,35,231
1268,By Month,2020,9,9,Hawaii,Total - All Places of Death,85 years and over,43,0,33,17.0,59,385
1269,By Month,2020,10,9,Hawaii,Total - All Places of Death,All Ages,71,5,81,35.0,118,1024
1270,By Month,2020,10,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0.0,0,11
1271,By Month,2020,10,9,Hawaii,Total - All Places of Death,18-29 years,5,0,5,0.0,5,17
1272,By Month,2020,10,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0.0,0,16
1273,By Month,2020,10,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5.0,5,44
1274,By Month,2020,10,9,Hawaii,Total - All Places of Death,50-64 years,15,0,18,10.0,23,142
1275,By Month,2020,10,9,Hawaii,Total - All Places of Death,65-74 years,16,0,14,5.0,21,204
1276,By Month,2020,10,9,Hawaii,Total - All Places of Death,75-84 years,18,0,19,5.0,28,221
1277,By Month,2020,10,9,Hawaii,Total - All Places of Death,85 years and over,18,5,25,5.0,39,369
1278,By Month,2020,11,9,Hawaii,Total - All Places of Death,All Ages,31,0,66,17.0,80,979
1279,By Month,2020,11,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
1280,By Month,2020,11,9,Hawaii,Total - All Places of Death,18-29 years,5,0,0,0.0,5,13
1281,By Month,2020,11,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0.0,0,21
1282,By Month,2020,11,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,0.0,5,26
1283,By Month,2020,11,9,Hawaii,Total - All Places of Death,50-64 years,5,0,5,5.0,13,157
1284,By Month,2020,11,9,Hawaii,Total - All Places of Death,65-74 years,5,0,13,5.0,16,204
1285,By Month,2020,11,9,Hawaii,Total - All Places of Death,75-84 years,11,0,20,5.0,23,200
1286,By Month,2020,11,9,Hawaii,Total - All Places of Death,85 years and over,5,0,25,5.0,25,351
1287,By Month,2020,12,9,Hawaii,Total - All Places of Death,All Ages,35,0,72,22.0,85,1005
1288,By Month,2020,12,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
1289,By Month,2020,12,9,Hawaii,Total - All Places of Death,18-29 years,5,0,5,5.0,5,17
1290,By Month,2020,12,9,Hawaii,Total - All Places of Death,30-39 years,5,0,5,0.0,5,20
1291,By Month,2020,12,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5.0,5,33
1292,By Month,2020,12,9,Hawaii,Total - All Places of Death,50-64 years,5,0,5,5.0,5,148
1293,By Month,2020,12,9,Hawaii,Total - All Places of Death,65-74 years,5,0,14,5.0,17,210
1294,By Month,2020,12,9,Hawaii,Total - All Places of Death,75-84 years,5,0,20,5.0,23,224
1295,By Month,2020,12,9,Hawaii,Total - All Places of Death,85 years and over,5,0,25,5.0,27,344
