group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
By Month,2023,3,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,12,5,13,112
By Month,2023,3,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,5,5,5,87
By Month,2023,4,3,District of Columbia,Total - All Places of Death,All Ages,5,0,12,5,12,204
By Month,2023,4,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,4,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0,0,5
By Month,2023,4,3,District of Columbia,Total - All Places of Death,30-39 years,0,0,0,0,0,11
By Month,2023,4,3,District of Columbia,Total - All Places of Death,40-49 years,5,0,5,5,5,11
By Month,2023,4,3,District of Columbia,Total - All Places of Death,50-64 years,0,0,5,0,5,36
By Month,2023,4,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,5,5,5,48
By Month,2023,4,3,District of Columbia,Total - All Places of Death,75-84 years,0,0,5,0,5,40
By Month,2023,4,3,District of Columbia,Total - All Places of Death,85 years and over,0,0,5,0,5,50
By Month,2023,1,4,Florida,Total - All Places of Death,All Ages,982,137,1892,521,2482,22003
By Month,2023,1,4,Florida,Total - All Places of Death,0-17 years,5,5,5,0,5,201
By Month,2023,1,4,Florida,Total - All Places of Death,18-29 years,5,0,5,5,5,335
By Month,2023,1,4,Florida,Total - All Places of Death,30-39 years,5,5,20,5,23,519
By Month,2023,1,4,Florida,Total - All Places of Death,40-49 years,14,5,33,5,48,758
By Month,2023,1,4,Florida,Total - All Places of Death,50-64 years,64,17,216,35,261,3079
By Month,2023,1,4,Florida,Total - All Places of Death,65-74 years,163,26,371,88,471,4242
By Month,2023,1,4,Florida,Total - All Places of Death,75-84 years,310,47,585,168,770,5962
By Month,2023,1,4,Florida,Total - All Places of Death,85 years and over,425,33,659,223,894,6907
By Month,2023,2,4,Florida,Total - All Places of Death,All Ages,657,36,1430,330,1789,18662
By Month,2023,2,4,Florida,Total - All Places of Death,0-17 years,5,0,5,5,5,166
By Month,2023,2,4,Florida,Total - All Places of Death,18-29 years,5,5,5,0,5,251
By Month,2023,2,4,Florida,Total - All Places of Death,30-39 years,5,5,13,5,14,448
By Month,2023,2,4,Florida,Total - All Places of Death,40-49 years,5,0,38,5,41,687
By Month,2023,2,4,Florida,Total - All Places of Death,50-64 years,41,5,151,17,178,2675
By Month,2023,2,4,Florida,Total - All Places of Death,65-74 years,105,12,297,53,361,3669
By Month,2023,2,4,Florida,Total - All Places of Death,75-84 years,241,11,469,125,593,5192
By Month,2023,2,4,Florida,Total - All Places of Death,85 years and over,258,5,453,127,591,5574
By Month,2023,3,4,Florida,Total - All Places of Death,All Ages,451,33,1317,200,1599,20164
By Month,2023,3,4,Florida,Total - All Places of Death,0-17 years,0,5,5,0,5,181
By Month,2023,3,4,Florida,Total - All Places of Death,18-29 years,5,5,5,0,10,317
By Month,2023,3,4,Florida,Total - All Places of Death,30-39 years,5,5,15,5,16,522
By Month,2023,3,4,Florida,Total - All Places of Death,40-49 years,5,5,29,5,32,669
By Month,2023,3,4,Florida,Total - All Places of Death,50-64 years,32,5,154,13,175,2849
By Month,2023,3,4,Florida,Total - All Places of Death,65-74 years,85,5,282,38,334,3979
By Month,2023,3,4,Florida,Total - All Places of Death,75-84 years,142,10,406,66,492,5596
By Month,2023,3,4,Florida,Total - All Places of Death,85 years and over,184,10,422,79,537,6051
By Month,2023,4,4,Florida,Total - All Places of Death,All Ages,272,5,843,115,1008,13518
By Month,2023,4,4,Florida,Total - All Places of Death,0-17 years,0,0,5,0,5,99
By Month,2023,4,4,Florida,Total - All Places of Death,18-29 years,0,0,5,0,5,157
By Month,2023,4,4,Florida,Total - All Places of Death,30-39 years,5,0,5,5,5,313
By Month,2023,4,4,Florida,Total - All Places of Death,40-49 years,5,0,18,5,22,412
By Month,2023,4,4,Florida,Total - All Places of Death,50-64 years,20,0,98,10,108,1769
By Month,2023,4,4,Florida,Total - All Places of Death,65-74 years,38,5,157,18,180,2558
By Month,2023,4,4,Florida,Total - All Places of Death,75-84 years,83,5,293,37,343,3810
By Month,2023,4,4,Florida,Total - All Places of Death,85 years and over,124,5,265,47,343,4400
By Month,2023,1,4,Georgia,Total - All Places of Death,All Ages,467,36,606,180,928,8918
By Month,2023,1,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,0,5,86
By Month,2023,1,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5,5,182
By Month,2023,1,4,Georgia,Total - All Places of Death,30-39 years,5,0,11,0,13,216
By Month,2023,1,4,Georgia,Total - All Places of Death,40-49 years,10,5,20,5,28,390
By Month,2023,1,4,Georgia,Total - All Places of Death,50-64 years,54,13,90,19,137,1551
By Month,2023,1,4,Georgia,Total - All Places of Death,65-74 years,100,11,146,47,210,1928
By Month,2023,1,4,Georgia,Total - All Places of Death,75-84 years,129,5,179,52,263,2360
By Month,2023,1,4,Georgia,Total - All Places of Death,85 years and over,167,5,152,57,266,2205
By Month,2023,2,4,Georgia,Total - All Places of Death,All Ages,267,13,456,96,639,7377
By Month,2023,2,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,0,5,91
By Month,2023,2,4,Georgia,Total - All Places of Death,18-29 years,0,0,5,0,5,148
By Month,2023,2,4,Georgia,Total - All Places of Death,30-39 years,5,5,5,5,12,198
By Month,2023,2,4,Georgia,Total - All Places of Death,40-49 years,5,5,12,5,17,301
By Month,2023,2,4,Georgia,Total - All Places of Death,50-64 years,41,5,83,13,114,1284
By Month,2023,2,4,Georgia,Total - All Places of Death,65-74 years,55,5,112,27,142,1633
By Month,2023,2,4,Georgia,Total - All Places of Death,75-84 years,93,5,139,28,208,2009
By Month,2023,2,4,Georgia,Total - All Places of Death,85 years and over,63,5,100,24,140,1713
By Month,2023,3,4,Georgia,Total - All Places of Death,All Ages,183,5,373,66,493,7492
By Month,2023,3,4,Georgia,Total - All Places of Death,0-17 years,5,0,5,0,5,68
By Month,2023,3,4,Georgia,Total - All Places of Death,18-29 years,5,0,5,5,5,100
By Month,2023,3,4,Georgia,Total - All Places of Death,30-39 years,5,0,5,0,11,163
By Month,2023,3,4,Georgia,Total - All Places of Death,40-49 years,5,0,10,5,11,322
By Month,2023,3,4,Georgia,Total - All Places of Death,50-64 years,24,5,56,10,72,1331
By Month,2023,3,4,Georgia,Total - All Places of Death,65-74 years,38,0,97,15,120,1714
By Month,2023,3,4,Georgia,Total - All Places of Death,75-84 years,61,5,115,26,151,1892
By Month,2023,3,4,Georgia,Total - All Places of Death,85 years and over,53,0,83,13,123,1902
By Month,2023,4,4,Georgia,Total - All Places of Death,All Ages,60,5,190,22,229,4006
By Month,2023,4,4,Georgia,Total - All Places of Death,0-17 years,0,0,5,0,5,20
By Month,2023,4,4,Georgia,Total - All Places of Death,18-29 years,0,0,0,0,0,33
By Month,2023,4,4,Georgia,Total - All Places of Death,30-39 years,0,0,5,0,5,54
By Month,2023,4,4,Georgia,Total - All Places of Death,40-49 years,5,0,5,5,5,139
By Month,2023,4,4,Georgia,Total - All Places of Death,50-64 years,5,0,28,5,34,667
By Month,2023,4,4,Georgia,Total - All Places of Death,65-74 years,10,0,47,5,56,886
By Month,2023,4,4,Georgia,Total - All Places of Death,75-84 years,19,5,65,5,76,1158
By Month,2023,4,4,Georgia,Total - All Places of Death,85 years and over,19,0,45,5,56,1049
By Month,2023,1,9,Hawaii,Total - All Places of Death,All Ages,35,5,93,13,121,1169
By Month,2023,1,9,Hawaii,Total - All Places of Death,0-17 years,0,5,0,0,5,5
By Month,2023,1,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,10
By Month,2023,1,9,Hawaii,Total - All Places of Death,30-39 years,5,0,5,5,5,24
By Month,2023,1,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5,5,47
By Month,2023,1,9,Hawaii,Total - All Places of Death,50-64 years,5,0,11,0,13,154
By Month,2023,1,9,Hawaii,Total - All Places of Death,65-74 years,5,5,12,5,17,227
By Month,2023,1,9,Hawaii,Total - All Places of Death,75-84 years,10,5,24,5,32,288
By Month,2023,1,9,Hawaii,Total - All Places of Death,85 years and over,16,5,41,5,53,414
By Month,2023,2,9,Hawaii,Total - All Places of Death,All Ages,18,5,78,5,90,989
By Month,2023,2,9,Hawaii,Total - All Places of Death,0-17 years,0,5,0,0,5,5
By Month,2023,2,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,11
By Month,2023,2,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0,0,16
By Month,2023,2,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5,5,34
By Month,2023,2,9,Hawaii,Total - All Places of Death,50-64 years,5,0,13,5,17,164
By Month,2023,2,9,Hawaii,Total - All Places of Death,65-74 years,5,0,17,0,19,196
By Month,2023,2,9,Hawaii,Total - All Places of Death,75-84 years,5,0,20,5,21,210
By Month,2023,2,9,Hawaii,Total - All Places of Death,85 years and over,5,0,25,5,29,351
By Month,2023,3,9,Hawaii,Total - All Places of Death,All Ages,15,5,82,5,95,1172
By Month,2023,3,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0,0,11
By Month,2023,3,9,Hawaii,Total - All Places of Death,18-29 years,0,0,0,0,0,10
By Month,2023,3,9,Hawaii,Total - All Places of Death,30-39 years,0,0,0,0,0,19
By Month,2023,3,9,Hawaii,Total - All Places of Death,40-49 years,0,0,5,0,5,46
By Month,2023,3,9,Hawaii,Total - All Places of Death,50-64 years,5,5,5,0,5,156
By Month,2023,3,9,Hawaii,Total - All Places of Death,65-74 years,5,0,17,5,20,238
By Month,2023,3,9,Hawaii,Total - All Places of Death,75-84 years,5,5,17,0,20,279
By Month,2023,3,9,Hawaii,Total - All Places of Death,85 years and over,5,5,40,5,46,413
By Month,2023,4,9,Hawaii,Total - All Places of Death,All Ages,14,5,46,5,53,660
By Month,2023,4,9,Hawaii,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,4,9,Hawaii,Total - All Places of Death,18-29 years,0,0,5,0,5,5
By Month,2023,4,9,Hawaii,Total - All Places of Death,30-39 years,0,0,5,0,5,21
By Month,2023,4,9,Hawaii,Total - All Places of Death,40-49 years,5,0,5,5,5,32
By Month,2023,4,9,Hawaii,Total - All Places of Death,50-64 years,0,0,5,0,5,81
By Month,2023,4,9,Hawaii,Total - All Places of Death,65-74 years,5,5,5,5,5,128
By Month,2023,4,9,Hawaii,Total - All Places of Death,75-84 years,5,0,13,5,13,166
By Month,2023,4,9,Hawaii,Total - All Places of Death,85 years and over,5,0,19,5,25,221
By Month,2023,1,10,Idaho,Total - All Places of Death,All Ages,41,20,79,14,126,1446
By Month,2023,1,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,21
By Month,2023,1,10,Idaho,Total - All Places of Death,18-29 years,0,0,5,0,5,17
By Month,2023,1,10,Idaho,Total - All Places of Death,30-39 years,0,0,0,0,0,30
By Month,2023,1,10,Idaho,Total - All Places of Death,40-49 years,5,5,5,0,5,57
By Month,2023,1,10,Idaho,Total - All Places of Death,50-64 years,5,5,5,5,5,186
By Month,2023,1,10,Idaho,Total - All Places of Death,65-74 years,5,5,18,5,28,284
By Month,2023,1,10,Idaho,Total - All Places of Death,75-84 years,19,5,30,5,47,422
By Month,2023,1,10,Idaho,Total - All Places of Death,85 years and over,11,5,24,5,36,429
By Month,2023,2,10,Idaho,Total - All Places of Death,All Ages,27,5,58,15,73,1248
By Month,2023,2,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,2,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,26
By Month,2023,2,10,Idaho,Total - All Places of Death,30-39 years,5,0,0,0,5,36
By Month,2023,2,10,Idaho,Total - All Places of Death,40-49 years,5,0,5,5,5,43
By Month,2023,2,10,Idaho,Total - All Places of Death,50-64 years,5,0,5,5,5,151
By Month,2023,2,10,Idaho,Total - All Places of Death,65-74 years,5,5,16,5,18,256
By Month,2023,2,10,Idaho,Total - All Places of Death,75-84 years,5,5,16,5,21,374
By Month,2023,2,10,Idaho,Total - All Places of Death,85 years and over,5,5,20,5,25,355
By Month,2023,3,10,Idaho,Total - All Places of Death,All Ages,53,5,74,24,104,1409
By Month,2023,3,10,Idaho,Total - All Places of Death,0-17 years,5,0,0,0,5,14
By Month,2023,3,10,Idaho,Total - All Places of Death,18-29 years,0,0,0,0,0,22
By Month,2023,3,10,Idaho,Total - All Places of Death,30-39 years,0,0,5,0,5,38
By Month,2023,3,10,Idaho,Total - All Places of Death,40-49 years,0,0,0,0,0,43
By Month,2023,3,10,Idaho,Total - All Places of Death,50-64 years,5,0,5,0,5,186
By Month,2023,3,10,Idaho,Total - All Places of Death,65-74 years,12,0,19,5,26,284
By Month,2023,3,10,Idaho,Total - All Places of Death,75-84 years,18,5,19,5,29,406
By Month,2023,3,10,Idaho,Total - All Places of Death,85 years and over,21,0,28,10,39,416
By Month,2023,4,10,Idaho,Total - All Places of Death,All Ages,14,5,54,5,61,918
By Month,2023,4,10,Idaho,Total - All Places of Death,0-17 years,0,0,0,0,0,12
By Month,2023,4,10,Idaho,Total - All Places of Death,18-29 years,0,0,5,0,5,14
By Month,2023,4,10,Idaho,Total - All Places of Death,30-39 years,0,0,0,0,0,12
By Month,2023,4,10,Idaho,Total - All Places of Death,40-49 years,0,0,5,0,5,34
By Month,2023,4,10,Idaho,Total - All Places of Death,50-64 years,5,0,5,5,5,109
By Month,2023,4,10,Idaho,Total - All Places of Death,65-74 years,5,0,13,5,14,184
By Month,2023,4,10,Idaho,Total - All Places of Death,75-84 years,5,5,19,5,22,249
By Month,2023,4,10,Idaho,Total - All Places of Death,85 years and over,5,0,13,5,15,304
By Month,2023,1,5,Illinois,Total - All Places of Death,All Ages,429,59,695,160,1019,10138
By Month,2023,1,5,Illinois,Total - All Places of Death,0-17 years,5,0,5,5,5,106
By Month,2023,1,5,Illinois,Total - All Places of Death,18-29 years,5,5,5,0,5,155
By Month,2023,1,5,Illinois,Total - All Places of Death,30-39 years,5,0,5,0,5,249
By Month,2023,1,5,Illinois,Total - All Places of Death,40-49 years,5,5,10,0,15,372
By Month,2023,1,5,Illinois,Total - All Places of Death,50-64 years,43,5,87,17,116,1526
By Month,2023,1,5,Illinois,Total - All Places of Death,65-74 years,73,5,134,35,179,1949
By Month,2023,1,5,Illinois,Total - All Places of Death,75-84 years,114,20,214,44,304,2594
By Month,2023,1,5,Illinois,Total - All Places of Death,85 years and over,192,23,236,63,385,3187
By Month,2023,2,5,Illinois,Total - All Places of Death,All Ages,238,5,503,90,659,8774
By Month,2023,2,5,Illinois,Total - All Places of Death,0-17 years,0,0,5,0,5,96
By Month,2023,2,5,Illinois,Total - All Places of Death,18-29 years,5,0,5,0,5,156
By Month,2023,2,5,Illinois,Total - All Places of Death,30-39 years,5,0,5,5,5,207
By Month,2023,2,5,Illinois,Total - All Places of Death,40-49 years,5,0,11,5,13,344
By Month,2023,2,5,Illinois,Total - All Places of Death,50-64 years,20,5,58,5,74,1341
By Month,2023,2,5,Illinois,Total - All Places of Death,65-74 years,35,5,96,15,117,1737
By Month,2023,2,5,Illinois,Total - All Places of Death,75-84 years,72,5,161,28,208,2219
By Month,2023,2,5,Illinois,Total - All Places of Death,85 years and over,105,5,167,40,235,2674
By Month,2023,3,5,Illinois,Total - All Places of Death,All Ages,262,5,535,99,702,9390
By Month,2023,3,5,Illinois,Total - All Places of Death,0-17 years,0,0,5,0,5,96
By Month,2023,3,5,Illinois,Total - All Places of Death,18-29 years,5,0,5,0,5,135
By Month,2023,3,5,Illinois,Total - All Places of Death,30-39 years,5,5,10,5,12,267
By Month,2023,3,5,Illinois,Total - All Places of Death,40-49 years,5,0,5,5,10,364
By Month,2023,3,5,Illinois,Total - All Places of Death,50-64 years,24,0,74,10,88,1411
By Month,2023,3,5,Illinois,Total - All Places of Death,65-74 years,47,0,119,21,145,1863
By Month,2023,3,5,Illinois,Total - All Places of Death,75-84 years,78,5,159,31,207,2397
By Month,2023,3,5,Illinois,Total - All Places of Death,85 years and over,105,5,161,35,233,2857
By Month,2023,4,5,Illinois,Total - All Places of Death,All Ages,159,5,393,61,496,7171
By Month,2023,4,5,Illinois,Total - All Places of Death,0-17 years,0,0,0,0,0,48
By Month,2023,4,5,Illinois,Total - All Places of Death,18-29 years,0,0,5,0,5,100
By Month,2023,4,5,Illinois,Total - All Places of Death,30-39 years,5,0,5,0,5,159
By Month,2023,4,5,Illinois,Total - All Places of Death,40-49 years,5,0,5,0,5,252
By Month,2023,4,5,Illinois,Total - All Places of Death,50-64 years,13,5,48,5,59,1051
By Month,2023,4,5,Illinois,Total - All Places of Death,65-74 years,30,5,78,5,100,1403
By Month,2023,4,5,Illinois,Total - All Places of Death,75-84 years,48,5,119,23,145,1891
By Month,2023,4,5,Illinois,Total - All Places of Death,85 years and over,64,5,139,25,179,2267
By Month,2023,1,5,Indiana,Total - All Places of Death,All Ages,274,64,450,104,681,6382
By Month,2023,1,5,Indiana,Total - All Places of Death,0-17 years,5,5,5,0,5,68
By Month,2023,1,5,Indiana,Total - All Places of Death,18-29 years,5,5,5,5,5,122
By Month,2023,1,5,Indiana,Total - All Places of Death,30-39 years,0,0,5,0,5,150
By Month,2023,1,5,Indiana,Total - All Places of Death,40-49 years,5,5,14,5,16,239
By Month,2023,1,5,Indiana,Total - All Places of Death,50-64 years,32,10,64,18,88,1026
By Month,2023,1,5,Indiana,Total - All Places of Death,65-74 years,56,13,118,24,162,1322
By Month,2023,1,5,Indiana,Total - All Places of Death,75-84 years,74,17,118,26,182,1642
By Month,2023,1,5,Indiana,Total - All Places of Death,85 years and over,103,20,127,32,217,1813
By Month,2023,2,5,Indiana,Total - All Places of Death,All Ages,163,5,373,59,484,5370
By Month,2023,2,5,Indiana,Total - All Places of Death,0-17 years,0,0,5,0,5,52
By Month,2023,2,5,Indiana,Total - All Places of Death,18-29 years,0,0,5,0,5,86
By Month,2023,2,5,Indiana,Total - All Places of Death,30-39 years,5,0,5,0,5,135
By Month,2023,2,5,Indiana,Total - All Places of Death,40-49 years,5,0,11,5,12,209
By Month,2023,2,5,Indiana,Total - All Places of Death,50-64 years,18,5,68,10,77,827
By Month,2023,2,5,Indiana,Total - All Places of Death,65-74 years,35,5,83,13,107,1134
By Month,2023,2,5,Indiana,Total - All Places of Death,75-84 years,42,5,101,17,128,1416
By Month,2023,2,5,Indiana,Total - All Places of Death,85 years and over,65,5,103,18,152,1511
By Month,2023,3,5,Indiana,Total - All Places of Death,All Ages,173,5,403,67,512,5661
By Month,2023,3,5,Indiana,Total - All Places of Death,0-17 years,5,0,5,0,5,48
By Month,2023,3,5,Indiana,Total - All Places of Death,18-29 years,0,0,5,0,5,57
By Month,2023,3,5,Indiana,Total - All Places of Death,30-39 years,0,0,5,0,5,88
By Month,2023,3,5,Indiana,Total - All Places of Death,40-49 years,5,0,10,0,15,169
By Month,2023,3,5,Indiana,Total - All Places of Death,50-64 years,17,5,72,11,79,878
By Month,2023,3,5,Indiana,Total - All Places of Death,65-74 years,32,0,91,13,110,1206
By Month,2023,3,5,Indiana,Total - All Places of Death,75-84 years,58,5,113,21,151,1567
By Month,2023,3,5,Indiana,Total - All Places of Death,85 years and over,60,5,108,22,147,1648
By Month,2023,4,5,Indiana,Total - All Places of Death,All Ages,66,5,215,31,253,3171
By Month,2023,4,5,Indiana,Total - All Places of Death,0-17 years,0,0,5,0,5,29
By Month,2023,4,5,Indiana,Total - All Places of Death,18-29 years,0,0,5,0,5,23
By Month,2023,4,5,Indiana,Total - All Places of Death,30-39 years,5,0,5,5,5,30
By Month,2023,4,5,Indiana,Total - All Places of Death,40-49 years,0,0,5,0,5,78
By Month,2023,4,5,Indiana,Total - All Places of Death,50-64 years,5,0,27,5,30,490
By Month,2023,4,5,Indiana,Total - All Places of Death,65-74 years,12,0,56,5,60,707
By Month,2023,4,5,Indiana,Total - All Places of Death,75-84 years,20,5,67,11,78,883
By Month,2023,4,5,Indiana,Total - All Places of Death,85 years and over,26,5,55,5,75,931
By Month,2023,1,7,Iowa,Total - All Places of Death,All Ages,113,46,163,20,299,3011
By Month,2023,1,7,Iowa,Total - All Places of Death,0-17 years,0,5,0,0,5,24
By Month,2023,1,7,Iowa,Total - All Places of Death,18-29 years,0,0,0,0,0,35
By Month,2023,1,7,Iowa,Total - All Places of Death,30-39 years,0,0,5,0,5,52
By Month,2023,1,7,Iowa,Total - All Places of Death,40-49 years,5,5,5,0,10,95
By Month,2023,1,7,Iowa,Total - All Places of Death,50-64 years,13,5,19,5,34,397
By Month,2023,1,7,Iowa,Total - All Places of Death,65-74 years,14,5,39,5,51,561
By Month,2023,1,7,Iowa,Total - All Places of Death,75-84 years,23,13,48,5,79,789
By Month,2023,1,7,Iowa,Total - All Places of Death,85 years and over,62,21,48,5,122,1058
By Month,2023,2,7,Iowa,Total - All Places of Death,All Ages,92,5,159,23,234,2581
By Month,2023,2,7,Iowa,Total - All Places of Death,0-17 years,0,0,0,0,0,13
By Month,2023,2,7,Iowa,Total - All Places of Death,18-29 years,5,0,0,0,5,22
By Month,2023,2,7,Iowa,Total - All Places of Death,30-39 years,5,0,0,0,5,43
By Month,2023,2,7,Iowa,Total - All Places of Death,40-49 years,0,0,5,0,5,82
By Month,2023,2,7,Iowa,Total - All Places of Death,50-64 years,5,5,21,0,27,357
By Month,2023,2,7,Iowa,Total - All Places of Death,65-74 years,18,5,30,5,44,467
By Month,2023,2,7,Iowa,Total - All Places of Death,75-84 years,32,5,38,5,65,659
By Month,2023,2,7,Iowa,Total - All Places of Death,85 years and over,35,0,68,5,94,938
By Month,2023,3,7,Iowa,Total - All Places of Death,All Ages,93,5,158,27,229,2745
By Month,2023,3,7,Iowa,Total - All Places of Death,0-17 years,0,0,0,0,0,16
By Month,2023,3,7,Iowa,Total - All Places of Death,18-29 years,0,0,5,0,5,23
By Month,2023,3,7,Iowa,Total - All Places of Death,30-39 years,5,0,5,0,5,35
By Month,2023,3,7,Iowa,Total - All Places of Death,40-49 years,5,0,5,0,5,61
By Month,2023,3,7,Iowa,Total - All Places of Death,50-64 years,5,5,13,5,18,310
By Month,2023,3,7,Iowa,Total - All Places of Death,65-74 years,21,5,30,5,44,573
By Month,2023,3,7,Iowa,Total - All Places of Death,75-84 years,27,5,57,10,75,744
By Month,2023,3,7,Iowa,Total - All Places of Death,85 years and over,37,5,53,5,84,983
By Month,2023,4,7,Iowa,Total - All Places of Death,All Ages,64,5,114,17,161,1788
By Month,2023,4,7,Iowa,Total - All Places of Death,0-17 years,5,0,0,0,5,11
By Month,2023,4,7,Iowa,Total - All Places of Death,18-29 years,0,0,5,0,5,5
By Month,2023,4,7,Iowa,Total - All Places of Death,30-39 years,0,0,0,0,0,13
By Month,2023,4,7,Iowa,Total - All Places of Death,40-49 years,5,0,5,5,5,32
By Month,2023,4,7,Iowa,Total - All Places of Death,50-64 years,5,0,10,5,12,228
By Month,2023,4,7,Iowa,Total - All Places of Death,65-74 years,11,5,32,5,41,390
By Month,2023,4,7,Iowa,Total - All Places of Death,75-84 years,13,0,29,5,37,452
By Month,2023,4,7,Iowa,Total - All Places of Death,85 years and over,34,0,40,5,66,653
By Month,2023,1,7,Kansas,Total - All Places of Death,All Ages,130,21,182,43,289,2686
By Month,2023,1,7,Kansas,Total - All Places of Death,0-17 years,0,0,5,0,5,34
By Month,2023,1,7,Kansas,Total - All Places of Death,18-29 years,5,5,5,0,5,41
By Month,2023,1,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5,5,59
By Month,2023,1,7,Kansas,Total - All Places of Death,40-49 years,5,0,5,5,5,105
By Month,2023,1,7,Kansas,Total - All Places of Death,50-64 years,14,5,16,5,29,395
By Month,2023,1,7,Kansas,Total - All Places of Death,65-74 years,26,5,42,12,62,537
By Month,2023,1,7,Kansas,Total - All Places of Death,75-84 years,33,5,53,14,74,634
By Month,2023,1,7,Kansas,Total - All Places of Death,85 years and over,50,10,62,10,111,881
By Month,2023,2,7,Kansas,Total - All Places of Death,All Ages,68,5,143,25,191,2322
By Month,2023,2,7,Kansas,Total - All Places of Death,0-17 years,0,0,0,0,0,28
By Month,2023,2,7,Kansas,Total - All Places of Death,18-29 years,0,0,0,0,0,28
By Month,2023,2,7,Kansas,Total - All Places of Death,30-39 years,0,0,5,0,5,57
By Month,2023,2,7,Kansas,Total - All Places of Death,40-49 years,0,0,5,0,5,84
By Month,2023,2,7,Kansas,Total - All Places of Death,50-64 years,5,0,19,5,24,333
By Month,2023,2,7,Kansas,Total - All Places of Death,65-74 years,12,5,36,5,47,464
By Month,2023,2,7,Kansas,Total - All Places of Death,75-84 years,19,0,37,5,50,573
By Month,2023,2,7,Kansas,Total - All Places of Death,85 years and over,29,5,49,11,68,755
By Month,2023,3,7,Kansas,Total - All Places of Death,All Ages,80,5,170,29,224,2575
By Month,2023,3,7,Kansas,Total - All Places of Death,0-17 years,5,0,0,0,5,36
By Month,2023,3,7,Kansas,Total - All Places of Death,18-29 years,0,0,0,0,0,45
By Month,2023,3,7,Kansas,Total - All Places of Death,30-39 years,0,0,5,0,5,62
By Month,2023,3,7,Kansas,Total - All Places of Death,40-49 years,0,0,5,0,5,81
By Month,2023,3,7,Kansas,Total - All Places of Death,50-64 years,5,0,17,5,20,361
By Month,2023,3,7,Kansas,Total - All Places of Death,65-74 years,16,5,41,5,50,504
By Month,2023,3,7,Kansas,Total - All Places of Death,75-84 years,29,5,58,13,75,678
By Month,2023,3,7,Kansas,Total - All Places of Death,85 years and over,29,5,51,5,75,808
By Month,2023,4,7,Kansas,Total - All Places of Death,All Ages,41,5,99,12,129,1810
By Month,2023,4,7,Kansas,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,4,7,Kansas,Total - All Places of Death,18-29 years,5,0,0,0,5,31
By Month,2023,4,7,Kansas,Total - All Places of Death,30-39 years,5,0,5,5,5,38
By Month,2023,4,7,Kansas,Total - All Places of Death,40-49 years,5,0,5,0,5,49
By Month,2023,4,7,Kansas,Total - All Places of Death,50-64 years,5,0,5,5,12,259
By Month,2023,4,7,Kansas,Total - All Places of Death,65-74 years,5,0,20,5,25,348
By Month,2023,4,7,Kansas,Total - All Places of Death,75-84 years,15,5,31,5,41,508
By Month,2023,4,7,Kansas,Total - All Places of Death,85 years and over,13,5,37,5,47,569
By Month,2023,1,4,Kentucky,Total - All Places of Death,All Ages,329,43,518,121,761,4952
By Month,2023,1,4,Kentucky,Total - All Places of Death,0-17 years,0,5,5,0,5,34
By Month,2023,1,4,Kentucky,Total - All Places of Death,18-29 years,5,0,5,0,5,76
By Month,2023,1,4,Kentucky,Total - All Places of Death,30-39 years,5,0,5,5,5,136
By Month,2023,1,4,Kentucky,Total - All Places of Death,40-49 years,5,5,13,0,21,230
By Month,2023,1,4,Kentucky,Total - All Places of Death,50-64 years,40,5,75,14,107,890
By Month,2023,1,4,Kentucky,Total - All Places of Death,65-74 years,66,5,127,36,162,1109
By Month,2023,1,4,Kentucky,Total - All Places of Death,75-84 years,100,20,159,29,245,1336
By Month,2023,1,4,Kentucky,Total - All Places of Death,85 years and over,111,5,134,40,211,1141
By Month,2023,2,4,Kentucky,Total - All Places of Death,All Ages,223,5,405,79,551,4295
By Month,2023,2,4,Kentucky,Total - All Places of Death,0-17 years,0,0,0,0,0,32
By Month,2023,2,4,Kentucky,Total - All Places of Death,18-29 years,5,0,5,0,5,79
By Month,2023,2,4,Kentucky,Total - All Places of Death,30-39 years,0,0,5,0,5,117
By Month,2023,2,4,Kentucky,Total - All Places of Death,40-49 years,5,0,14,5,16,197
By Month,2023,2,4,Kentucky,Total - All Places of Death,50-64 years,32,5,64,5,91,784
